infl_id,infl_pos,infl_person,infl_plurality,infl_tense,infl_type,infl_variant,infl_stem_id,infl_voice,infl_mood,infl_ending
979,V,2,S,FUT,6,1,2,PASSIVE,IND,eris
980,V,2,S,FUT,6,1,2,PASSIVE,IND,ere
981,V,3,S,FUT,6,1,2,PASSIVE,IND,etur
982,V,1,P,FUT,6,1,2,PASSIVE,IND,emur
983,V,2,P,FUT,6,1,2,PASSIVE,IND,emini
984,V,3,P,FUT,6,1,2,PASSIVE,IND,entur
985,V,1,S,PRES,6,1,1,ACTIVE,SUB,am
986,V,2,S,PRES,6,1,1,ACTIVE,SUB,as
987,V,3,S,PRES,6,1,1,ACTIVE,SUB,at
988,V,1,P,PRES,6,1,1,ACTIVE,SUB,amus
989,V,2,P,PRES,6,1,1,ACTIVE,SUB,atis
990,V,3,P,PRES,6,1,1,ACTIVE,SUB,ant
991,V,1,S,IMPF,6,1,2,ACTIVE,SUB,rem
992,V,2,S,IMPF,6,1,2,ACTIVE,SUB,res
993,V,3,S,IMPF,6,1,2,ACTIVE,SUB,ret
994,V,1,P,IMPF,6,1,2,ACTIVE,SUB,remus
995,V,2,P,IMPF,6,1,2,ACTIVE,SUB,retis
996,V,3,P,IMPF,6,1,2,ACTIVE,SUB,rent
997,V,1,S,PRES,6,1,1,PASSIVE,SUB,ar
998,V,2,S,PRES,6,1,2,PASSIVE,SUB,aris
999,V,2,S,PRES,6,1,2,PASSIVE,SUB,are
1000,V,3,S,PRES,6,1,2,PASSIVE,SUB,atur
1001,V,1,P,PRES,6,1,2,PASSIVE,SUB,amur
1002,V,2,P,PRES,6,1,2,PASSIVE,SUB,amini
1003,V,3,P,PRES,6,1,1,PASSIVE,SUB,antur
1004,V,1,S,IMPF,6,1,2,PASSIVE,SUB,rer
1005,V,2,S,IMPF,6,1,2,PASSIVE,SUB,reris
1006,V,2,S,IMPF,6,1,2,PASSIVE,SUB,rere
1007,V,3,S,IMPF,6,1,2,PASSIVE,SUB,retur
1008,V,1,P,IMPF,6,1,2,PASSIVE,SUB,remur
1009,V,2,P,IMPF,6,1,2,PASSIVE,SUB,remini
1010,V,3,P,IMPF,6,1,2,PASSIVE,SUB,rentur
1012,V,2,P,PRES,6,1,2,ACTIVE,IMP,te
1013,V,2,S,FUT,6,1,2,ACTIVE,IMP,to
1014,V,3,S,FUT,6,1,2,ACTIVE,IMP,to
1015,V,2,P,FUT,6,1,2,ACTIVE,IMP,tote
1016,V,3,P,FUT,6,1,1,ACTIVE,IMP,unto
1017,V,2,S,PRES,6,1,2,PASSIVE,IMP,ere
1018,V,2,P,PRES,6,1,2,PASSIVE,IMP,mini
1019,V,2,S,FUT,6,1,2,PASSIVE,IMP,tor
1020,V,3,S,FUT,6,1,2,PASSIVE,IMP,tor
1021,V,3,P,FUT,6,1,1,PASSIVE,IMP,untor
1022,V,0,X,PRES,6,1,2,ACTIVE,INF,re
1023,V,0,X,PERF,6,1,3,ACTIVE,INF,isse
1024,V,0,X,PRES,6,1,2,PASSIVE,INF,ri
1025,V,0,X,PRES,6,1,2,PASSIVE,INF,rier
1026,V,1,S,PRES,6,2,1,ACTIVE,IND,o
1027,V,1,P,PRES,6,2,1,ACTIVE,IND,umus
1028,V,3,P,PRES,6,2,1,ACTIVE,IND,unt
1029,V,1,S,IMPF,6,2,1,ACTIVE,IND,ebam
1030,V,2,S,IMPF,6,2,1,ACTIVE,IND,ebas
1031,V,3,S,IMPF,6,2,1,ACTIVE,IND,ebat
1032,V,1,P,IMPF,6,2,1,ACTIVE,IND,ebamus
1033,V,2,P,IMPF,6,2,1,ACTIVE,IND,ebatis
1034,V,3,P,IMPF,6,2,1,ACTIVE,IND,ebant
1035,V,1,S,FUT,6,2,1,ACTIVE,IND,am
1036,V,2,S,FUT,6,2,1,ACTIVE,IND,es
1037,V,3,S,FUT,6,2,1,ACTIVE,IND,et
1038,V,1,P,FUT,6,2,1,ACTIVE,IND,emus
1039,V,2,P,FUT,6,2,1,ACTIVE,IND,etis
1040,V,3,P,FUT,6,2,1,ACTIVE,IND,ent
1041,V,1,S,PRES,6,2,2,ACTIVE,SUB,im
1042,V,2,S,PRES,6,2,2,ACTIVE,SUB,is
1043,V,3,S,PRES,6,2,2,ACTIVE,SUB,it
1044,V,1,P,PRES,6,2,2,ACTIVE,SUB,imus
1045,V,2,P,PRES,6,2,2,ACTIVE,SUB,itis
1046,V,3,P,PRES,6,2,2,ACTIVE,SUB,int
1047,V,1,S,IMPF,6,2,2,ACTIVE,SUB,lem
1048,V,2,S,IMPF,6,2,2,ACTIVE,SUB,les
1049,V,3,S,IMPF,6,2,2,ACTIVE,SUB,let
1050,V,1,P,IMPF,6,2,2,ACTIVE,SUB,lemus
1051,V,2,P,IMPF,6,2,2,ACTIVE,SUB,letis
1052,V,3,P,IMPF,6,2,2,ACTIVE,SUB,lent
1053,V,2,S,PRES,6,2,1,ACTIVE,IMP,i
1054,V,2,P,PRES,6,2,1,ACTIVE,IMP,ite
1055,V,2,S,FUT,6,2,1,ACTIVE,IMP,ito
1056,V,3,S,FUT,6,2,1,ACTIVE,IMP,ito
1057,V,2,P,FUT,6,2,1,ACTIVE,IMP,itote
1058,V,3,P,FUT,6,2,1,ACTIVE,IMP,unto
1059,V,0,X,PRES,6,2,2,ACTIVE,INF,le
1060,V,0,X,PERF,6,2,3,ACTIVE,INF,isse
